objectid,parentid,format,display_template,object_location,title,date,date_created,description,category,image_small,image_thumb
22athlet,,image/jpeg,image,objects/22athlet.jpg,"ASU Women's Tennis Coach, Phoenix Gazette, 1974",1974,1974,"Anne Pittman, ASU Women's Tennis Coach Phoenix Gazette January 23, 1974 UB ASU BIO Pittman, Anne",Campus Lives - Athletes,/objects/small/22athlet_sm.jpg,/objects/thumbs/22athlet_th.jpg
22casc,,image/jpeg,image,objects/22casc.jpg,"Daisy Ring Ceremony, ca. 1945",1945,1945,"Daisy Ring Ceremony ca. 1945 UP UPC ASUG S 882 1940s #5 The Daisy Ring Ceremony began in 1938 and became a West Hall tradition. At the spring formal the co-ed and her escort would step through the ring to signify their engagement. She received a daisy bouquet and danced with her fiancï¿½ to the tune ""Daisies Won't Tell"".",Campus Lives - Campus Scenes,/objects/small/22casc_sm.jpg,/objects/thumbs/22casc_th.jpg
22ccp,,image/jpeg,image,objects/22ccp.jpg,"Morrison Institute for Public Policy, 1999",1999,1999,"Morrison Institute for Public Policy 1999 Photographer: Tim Trumble, ASU Courtesy of Media Relations The Morrison Institute for Public Policy conducts studies on local public policy, such as the recent ""Hits and Misses: Fast Growth in Metropolitan Phoenix."" For more information on the Morrison Institute, please visit:http://www.asu.edu/copp/morrison/","Community, Collaboration and Partnership",/objects/small/22ccp_sm.jpg,/objects/thumbs/22ccp_th.jpg
22lead,,image/jpeg,image,objects/22lead.jpg,"Tempe Normal Student Association, 1916-17",1916,1916,Tempe Normal Student Association 1916-17 UE ASU INFO 1708A,Leadership,/objects/small/22lead_sm.jpg,/objects/thumbs/22lead_th.jpg
22research,,image/jpeg,image,objects/22research.jpg,"Noble Library, 1983",1983,1983,"Academic Freedom - Research Noble Library 1983 ASUB N62 #2 The Daniel E. Noble Science and Engineering Library opened in 1983. The library houses collections in engineering, physical and life sciences, mathematics, nursing and health sciences, and geography. For more information about Noble Library, please visit:http://www.asu.edu/lib/noble/",Academic Freedom - Research,/objects/small/22research_sm.jpg,/objects/thumbs/22research_th.jpg
22stor,,image/jpeg,image,objects/22stor.jpg,"Military Cadets, 1960s",1960,1960s,"Military Cadets 1960s UP UPC ASUD M54.A7 1960s #179 For more information about AFROTC at ASU, please visit http://www.asu.edu/clas/afrotc .",Campus Lives - Student Organizations,/objects/small/22stor_sm.jpg,/objects/thumbs/22stor_th.jpg
23acpro,,image/jpeg,image,objects/23acpro.jpg,"Class in Stock Judging, ca. 1913",1913,1913,Class in Stock Judging ca. 1913 UP UPC ASUD A35 #5 Academic Freedom - Academic Programs Some agricultural classes were offered as early as 1912. The Board of Education authorized a two-year course in elementary agriculture as an elective in April 1912. In 1915 a complete course in agriculture and animal husbandry was offered. Class in Stock Judging ca. 1913 UP UPC ASUD A35 #5,Academic Freedom - Academic Programs,/objects/small/23acpro_sm.jpg,/objects/thumbs/23acpro_th.jpg
23athlet,,image/jpeg,image,objects/23athlet.jpg,"Tennis Recent History, 1998-99",1998,1998,Tennis Recent History Women's Tennis Media Guide 1998-99 pg. 8 34.17.2I W842 Archives,Campus Lives - Athletes,/objects/small/23athlet_sm.jpg,/objects/thumbs/23athlet_th.jpg
23casc,,image/jpeg,image,objects/23casc.jpg,"Rufus Kay Wyllys, Chairman of Social Studies, 1948",1948,1948,"Rufus Kay Wyllys, Chairman of Social Studies, teaching a class in Old Main. 1948 UP UPC ASUP Wyllys, Rufus K. #1",Campus Lives - Campus Scenes,/objects/small/23casc_sm.jpg,/objects/thumbs/23casc_th.jpg
23ccp,,image/jpeg,image,objects/23ccp.jpg,"ASU Student Satellite, 1990s",2000,2000,"ASU Student Satellite 1990s Courtesy of Media Relations On January 26, 2000, ASUSat1 was launched, culminating years of work by students from the Department of Mechanical & Aerospace Engineering who built and designed the satellite. Its mission was to collect images and data and transmit them to the University's Engineering Research Center, but it lost electrical power and remains in orbit. The project gave 400 students the opportunity to participate in the development and launch of a satellite. For more information on the Department of Mechanical & Aerospace Engineering, please visit:http://www.eas.asu.edu/~mae/","Community, Collaboration and Partnership",/objects/small/23ccp_sm.jpg,/objects/thumbs/23ccp_th.jpg
23land,,image/jpeg,image,objects/23land.jpg,"Fishpond/Fountain, 1924",1924,1924,"The pond and fountain was constructed with river rock and pipe and first appeared in the 1912 school annual ""The Fountain."" Over the years the pond had a variety of uses, from growing water lilies to dunking freshman students. The fountain was replaced with a new fountain designed by the WPA artist Emory Kopta. Old Main Fishpond/Fountain 1924-25 UP UPC ASUB C357 1920s #3",Landmarks,/objects/small/23land_sm.jpg,/objects/thumbs/23land_th.jpg
23lead,,image/jpeg,image,objects/23lead.jpg,"Officers of the Associated Students, 1934",1934,1934,Officers of the Associated Students 1934 UP UPC ASUD A83 #3,Leadership,/objects/small/23lead_sm.jpg,/objects/thumbs/23lead_th.jpg
23research1,,image/jpeg,image,objects/23research1.jpg,"Arizona Republic article about Noble Library Debut, 1983",1983,1983,Academic Freedom - Research Enlarge or Print Page 1 of this Image (Requires Acrobat Reader ) Noble Science and Engineering Library Debut 1983 Arizona Republic UE ASU Info File 1528 Enlarge or Print Page 2 of this Image (Page 2 of article),Academic Freedom - Research,/objects/small/23research1_sm.jpg,/objects/thumbs/23research1_th.jpg
23stor,,image/jpeg,image,objects/23stor.jpg,"Students Organize for Peace, 1976",1976,1976,Students organize for peace New Student Record pg. 6 and 7 131.15 ASU 1976 yearbook,Campus Lives - Student Organizations,/objects/small/23stor_sm.jpg,/objects/thumbs/23stor_th.jpg
24acpro,,image/jpeg,image,objects/24acpro.jpg,"Normal School Agriculture Curriculum, 1915",1915,1915,"Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin",Academic Freedom - Academic Programs,/objects/small/24acpro_sm.jpg,/objects/thumbs/24acpro_th.jpg
24astor,,image/jpeg,image,objects/24Astor.jpg,"Students organize for social issues, 1986-87",1986,1986,"Students organize for social issues The Sun Devil Spark 1986-87 Yearbook Pg. 162-163 Students Take a Stand, second page",Campus Lives - Student Organizations,/objects/small/24astor_sm.jpg,/objects/thumbs/24astor_th.jpg
24athlet,,image/jpeg,image,objects/24athlet.jpg,"Tempe Normal School Men's Basketball Team, 1918 State Champions",1918,1918,"Tempe Normal School Men's Basketball Team 1918 State Champions UP UPC ASUA B38 1910s #3 Men's basketball was organized in 1912 and the first team won the Basketball Association Cup. Unlike other sports on the campus, the basketball program was not interrupted for the past 88 years. For more information on men's basketball, please visit: http://thesundevils.fansonly.com/sports/m-baskbl/asu-m-baskbl-body.html",Campus Lives - Athletes,/objects/small/24athlet_sm.jpg,/objects/thumbs/24athlet_th.jpg
24bacpro,,image/jpeg,image,objects/24bacpro.jpg,"Normal School Agriculture Curriculum, 1915",1915,1915,"Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin",Academic Freedom - Academic Programs,/objects/small/24bacpro_sm.jpg,/objects/thumbs/24bacpro_th.jpg
24bstor,,image/jpeg,image,objects/24Bstor.jpg,"Students organize for social issues, page 2",,,"Students organize for social issues , page 2 Students Take a Stand, first page",Campus Lives - Student Organizations,/objects/small/24bstor_sm.jpg,/objects/thumbs/24bstor_th.jpg
24cacpro,,image/jpeg,image,objects/24cacpro.jpg,"Normal School Agriculture Curriculum, 1915",1915,1915,"Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin",Academic Freedom - Academic Programs,/objects/small/24cacpro_sm.jpg,/objects/thumbs/24cacpro_th.jpg
24casc,,image/jpeg,image,objects/24casc.jpg,"Student hanging laundry with a child in his arms in 'Victory Village,' 1949-50",1949,1949,"Student hanging laundry with a child in his arms in ""Victory Village,"" a large area of temporary housing located at the present site of Gammage Auditorium. 1949-50 UP UPC ASUB V52 #2",Campus Lives - Campus Scenes,/objects/small/24casc_sm.jpg,/objects/thumbs/24casc_th.jpg
24ccp,,image/jpeg,image,objects/24ccp.jpg,"Professor Greeley and the MARS Project, 1990s",1990,1990s,"Professor Greeley and the MARS Project 1990s Courtesy of Media Relations Professors Ronald Greeley and Phil Christensen collaborate with the National Aeronautics and Space Administration (NASA) on numerous planetary geology projects and missions. For more information on the Mars Project, please visit: www-glg.la.asu.edu/research/planetary/planetary.html","Community, Collaboration and Partnership",/objects/small/24ccp_sm.jpg,/objects/thumbs/24ccp_th.jpg
24dacpro,,image/jpeg,image,objects/24dacpro.jpg,"Normal School Agriculture Curriculum, 1915",1915,1915,"Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin",Academic Freedom - Academic Programs,/objects/small/24dacpro_sm.jpg,/objects/thumbs/24dacpro_th.jpg
24land,,image/jpeg,image,objects/24land.jpg,"T Mountain, 1920s",1925,1925,"T Mountain 1920s UP UPC ASUB C357 1920s #11 When the school changed its name to Tempe State Teachers College in 1925, students retained one side of the cement ""N"" to form the stem of the ""T"". It was a symbolic gesture suggesting that Old Tempe Normal was still very much part of the college. ""T"" Mountain 1920s UP UPC ASUB C357 1920s #11",Landmarks,/objects/small/24land_sm.jpg,/objects/thumbs/24land_th.jpg
24lead,,image/jpeg,image,objects/24lead.jpg,"AWS, 1932",1932,1932,"Associated Women Students at the University of Arizona 1932 121.23 ACC #93-1090 Associated Women Students Scrapbook 1939-50 The AWS, established in 1932, organized the women students to enhance campus life.",Leadership,/objects/small/24lead_sm.jpg,/objects/thumbs/24lead_th.jpg
24research,,image/jpeg,image,objects/24research.jpg,"ASU Research Second Issue, 1985",1985,1985,"Academic Freedom - Research ASU Research Publication Second Issue 1985 RSRCH H 896.300 The magazine was first published in 1985 to inform the university community of the research and creative activity on campus. In 1992 a half-hour television version of the magazine was launched (see http://www.kaet.asu.edu/ ). For ASU Research Magazine online, please visit: http://researchmag.asu.edu/welcome_4.html",Academic Freedom - Research,/objects/small/24research_sm.jpg,/objects/thumbs/24research_th.jpg
25accp,,image/jpeg,image,objects/25accp.jpg,"20th Annual Microcomputers in Education Conference, 2000",2000,2000,"20th annual Microcomputers in Education Conference brochure Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000 Microcomputers in Education is the largest K-12 educational technology conference in the Southwest and has been sponsored by ASU for 20 years. For more information about the Microcomputers in Education Conference, please visit: http://MEC2000.asu.edu","Community, Collaboration and Partnership",/objects/small/25accp_sm.jpg,/objects/thumbs/25accp_th.jpg
25acpro,,image/jpeg,image,objects/25acpro.jpg,"Winning Team, State Fair, 1920",1920,1920,"Academic Freedom - Academic Programs Winning Team, State Fair Tempe Normal Farm 1920 UP UPC ASUD A35 #1 1923",Academic Freedom - Academic Programs,/objects/small/25acpro_sm.jpg,/objects/thumbs/25acpro_th.jpg
25athlet,,image/jpeg,image,objects/25athlet.jpg,"U of A vs ASU Basketball, 1950s",1950,1950s,U of A vs. ASU Basketball 1950s UP UPC ASUA B38 1950s #10,Campus Lives - Athletes,/objects/small/25athlet_sm.jpg,/objects/thumbs/25athlet_th.jpg
25bccp,,image/jpeg,image,objects/25bccp.jpg,"MEC 2000, page 2",2000,2000,"20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000","Community, Collaboration and Partnership",/objects/small/25bccp_sm.jpg,/objects/thumbs/25bccp_th.jpg
25casc,,image/jpeg,image,objects/25casc.jpg,"Half-time performance at Goodwin Stadium, ca. 1940s",1940,1940s,Half-time performance at Goodwin Stadium ca. 1940s UP UPC ASUD B36 1940s #13,Campus Lives - Campus Scenes,/objects/small/25casc_sm.jpg,/objects/thumbs/25casc_th.jpg
25cccp,,image/jpeg,image,objects/25cccp.jpg,"MEC 2000, page 3",2000,2000,"20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000","Community, Collaboration and Partnership",/objects/small/25cccp_sm.jpg,/objects/thumbs/25cccp_th.jpg
25dccp,,image/jpeg,image,objects/25dccp.jpg,"MEC 2000, page 4",2000,2000,"20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000","Community, Collaboration and Partnership",/objects/small/25dccp_sm.jpg,/objects/thumbs/25dccp_th.jpg
25land,,image/jpeg,image,objects/25land.jpg,"J.O. Grimes Plat, 1930s",1930,1930s,J.O. Grimes Plat 1930s UM USM 211,Landmarks,/objects/small/25land_sm.jpg,/objects/thumbs/25land_th.jpg
25lead,,image/jpeg,image,objects/25lead.jpg,"Student Body Officers, 1934",1934,1934,Student Body Officers 1934 UP UPC ASUD A82 #61,Leadership,/objects/small/25lead_sm.jpg,/objects/thumbs/25lead_th.jpg
25research,,image/jpeg,image,objects/25research.jpg,"Hispanic Research Center (HRC), 1985",1985,1985,"Academic Freedom - Research Hispanic Research Center (HRC) 1985 Bilingual Press The HRC is an interdisciplinary research unit established in 1985, which is designed to conduct basic and applied research; disseminate research; and provide public service. For more information about HRC, please visit:http://www.asu.edu/clas/hrc/",Academic Freedom - Research,/objects/small/25research_sm.jpg,/objects/thumbs/25research_th.jpg
25stor,,image/jpeg,image,objects/25stor.jpg,"Lambda League, 1990s",1999,1999,"Campus Lives - Student Organizations Previous Image Category Index National Gay Support Day, Lambda League October 12, 1999, page 1 130.10 State Press For more information about Gay and Lesbian organizations at ASU, please visit http://www.asu.edu/clubs/search.html .",Campus Lives - Student Organizations,/objects/small/25stor_sm.jpg,/objects/thumbs/25stor_th.jpg
26acpro,,image/jpeg,image,objects/26acpro.jpg,"Tempe Normal Farm, 1920s",1912,1912-1982,"Tempe Normal Farm 1920s UP UPC ASUD A35 #11 Academic Freedom - Academic Programs Field Laboratory, Agriculture Program 1912-1982/3 Courses in Agriculture were offered in the normal school as early as 1912. The goals were to prepare prospective teachers to teach grade school students in a variety of sciences and to offer a foundation in agriculture to those students interested in pursuing it as a career. More than fifty acres of land were used for school gardens Tempe Normal Farm 1920s UP UPC ASUD A35 #11 with crops and raising of livestock and their products. In addition, fresh milk, meat and eggs were supplied to the dining hall. In 1956 the college farm moved to a 320-acre site on Elliot and Price Road. Over the years, practical experience ensued with students working in all phases of agricultural production. The program was discontinued in 1982-83 and the land now is used for the present ASU Research Park.",Academic Freedom - Academic Programs,/objects/small/26acpro_sm.jpg,/objects/thumbs/26acpro_th.jpg
26athlet,,image/jpeg,image,objects/26athlet.jpg,"ASU Basketball in the Last Decade, Basketball Media Guide, 1998-99",1998,1998,ASU Basketball in the Last Decade Basketball Media Guide 1998-99 pg. 44 34 11.1.1I B2924 Archives,Campus Lives - Athletes,/objects/small/26athlet_sm.jpg,/objects/thumbs/26athlet_th.jpg
26casc,,image/jpeg,image,objects/26casc.jpg,"Laura Dobbs at her birthday party, 1948",1948,1948,"Laura Dobbs at her birthday party in 1948. She retired from ASU in 1960 at the age of 88, after 54 years of service to the university. 1948 UP UPC ASUP Dobbs, Laura",Campus Lives - Campus Scenes,/objects/small/26casc_sm.jpg,/objects/thumbs/26casc_th.jpg
26ccp,,image/jpeg,image,objects/26ccp.jpg,"Computing Commons Atrium, 1990s",1993,1993,"Computing Commons Atrium 1990s Courtesy of Information Technology Community, Collaboration and Partnership Previous Image Category Index The Computing Commons building opened in 1993 to provide instruction and research support in a technology-based environment. Computer, instruction, research and training services are available through Information Technology (IT). IT supports microcomputers and mainframes; the library's online catalog; university-wide e-mail; and telecommunications infrastructure. Visit ASU Information Technology online at:http://www.asu.edu/it/ Computing Commons Atrium 1990s Courtesy of Information Technology","Community, Collaboration and Partnership",/objects/small/26ccp_sm.jpg,/objects/thumbs/26ccp_th.jpg
26land,,image/jpeg,image,objects/26land.jpg,"Aerial of Tempe, 1939",1939,1939,"Aerial of Tempe and campus toward the south 1939 UP UPC ASUB A355 1930s #1 Matthews Library, located just south of the Industrial Arts Building, opened in 1930 and was dedicated in part to the library collection. In 1955, the library was expanded to accommodate 800,000 books but when university status was attained in 1958, the demands of advanced degrees and faculty research facilitated the need for a new library. In 1966, after 36 years of service, Matthews Library was closed and the sixteen miles of books moved to the new Charles Trumbull Hayden Library. The building now houses administrative offices, the Institute for Studies in the Arts, and Prism. At the upper right, the freestanding building is Moeur Activity Building, a women's gymnasium and social hall constructed in 1939 of adobe brick manufactured by the WPA. It was the administration and registration building, and now houses the MARS Global Space Flight Facility.",Landmarks,/objects/small/26land_sm.jpg,/objects/thumbs/26land_th.jpg
26lead,,image/jpeg,image,objects/26lead.jpg,"Statement, 1939-40",1939,1939,Statement on Student Governing 1939-40 UE ASU INFO 171,Leadership,/objects/small/26lead_sm.jpg,/objects/thumbs/26lead_th.jpg
26research,,image/jpeg,image,objects/26research.jpg,"Architecture and Environmental Design Library Circulating Stacks and Reading Room, 1994",1994,1994,"Architecture and Environmental Design Library Circulating Stacks and Reading Room 1994 Courtesy of Architecture and Environmental Design Library Academic Freedom - Research The Howe Architecture Library was established within the college in the late 1960s. As part of recommendations to maintain accreditation, the new architecture building that opened in 1989 had 50% more space for library collections. For more information about the Architecture and Environmental Design Library, please visit:http://www.asu.edu/caed/AEDlibrary/ Architecture and Environmental Design Library Circulating Stacks and Reading Room 1994 Courtesy of Architecture and Environmental Design Library",Academic Freedom - Research,/objects/small/26research_sm.jpg,/objects/thumbs/26research_th.jpg
27athlet,,,compound_object,,"The Tempe Normal Student, Article on track meet, November 6, 1908, pages 10 & 11",1908,1908,"The Tempe Normal Student Article on track meet November 6, 1908 Page 10 Page 11 131.9 1908 v.3 Archives",Campus Lives - Athletes,/objects/small/27aathlet_sm.jpg,/objects/thumbs/27aathlet_th.jpg
27Aathlet,27athlet,image/jpeg,image,objects/27Aathlet.jpg,"The Tempe Normal Student, Article on track meet, November 6, 1908, page 10",1908,1908,,,/objects/small/27aathlet_sm.jpg,/objects/thumbs/27aathlet_th.jpg
27Bathlet,27athlet,image/jpeg,image,objects/27Bathlet.jpg,"The Tempe Normal Student, Article on track meet, November 6, 1908, page 11",1908,1908,,,/objects/small/27bathlet_sm.jpg,/objects/thumbs/27bathlet_th.jpg
27casc,,image/jpeg,image,objects/27casc.jpg,"Cowboys from the Rodeo Association, ca. 1950",1950,1950,"Cowboys from the Rodeo Association are photographed on the steps of Matthews Library as publicity for the organization. ca. 1950 UP UPC ASUG R62 #11 The Student Council voted to form a Rodeo Association in 1949 and over 100 athletes participated in the first intercollegiate competitions that year. The rodeo continued between 1974 and 1977 as the Tri-City Intercollegiate Rodeo, which was co-sponsored with Mesa Community College. The Maricopa County Sheriff's Posse took over sponsorship after 1977. The last record of events was in 1981. Cowboys from the Rodeo Association are photographed on the steps of Matthews Library as publicity for the organization. ca. 1950 UP UPC ASUG R62 #11",Campus Lives - Campus Scenes,/objects/small/27casc_sm.jpg,/objects/thumbs/27casc_th.jpg
27land,,image/jpeg,image,objects/27land.jpg,"College Avenue, 1939",1939,1939,"College Avenue postcard photo 1939 UP UPC ASUB C357 1930s #13 College Avenue, looking south, is lined with light posts and lush trees.",Landmarks,/objects/small/27land_sm.jpg,/objects/thumbs/27land_th.jpg
27lead,,image/jpeg,image,objects/27lead.jpg,"Associated Student Body Officers, 1948",1948,1948,"Associated Student Body Officers moving to new offices in converted Army barracks building 1948 UP UPC ASUD A82 #16 For more information about Arizona State University's student government, please visit http://www.asu.edu/asasu .",Leadership,/objects/small/27lead_sm.jpg,/objects/thumbs/27lead_th.jpg
28acpro,,image/jpeg,image,objects/28acpro.jpg,"Act changing Tempe Normal, 1925",1925,1925,Act changing Tempe Normal School to Tempe State Teachers College. 1925 USM-387,Academic Freedom - Academic Programs,/objects/small/28acpro_sm.jpg,/objects/thumbs/28acpro_th.jpg
28alead,,image/jpeg,image,objects/28alead.jpg,"Student Government, 1958",1958,1958,"Student Government Arizona Republic March 2, 1958 page 24 Page 25 UE ASU INFO ASASU",Leadership,/objects/small/28alead_sm.jpg,/objects/thumbs/28alead_th.jpg
28athlet,,image/jpeg,image,objects/28athlet.jpg,"Tempe Normal School Track Team, 1911-12",1911,1911,"The first track team organized in 1912 without a coach. A year later, with a coach, they won the Track Championship of the Salt River Valley. Track was interrupted during World War I but resumed in 1919 and continued to the present time. Tempe Normal School Track Team 1911-12 UP UPC ASUA T83 1910s #1 For more information on ASU Track, please visit: http://thesundevils.fansonly.com/sports/c-track/asu-c-track-body.html",Campus Lives - Athletes,/objects/small/28athlet_sm.jpg,/objects/thumbs/28athlet_th.jpg
28blead,,image/jpeg,image,objects/28blead.jpg,"Student Government, 1958",1958,1958,"Student Government Arizona Republic March 2, 1958 page 25 Page 24 UE ASU INFO ASASU",Leadership,/objects/small/28blead_sm.jpg,/objects/thumbs/28blead_th.jpg
28casc,,image/jpeg,image,objects/28casc.jpg,"Payne Training School students and teacher, ca. 1950s",1950,ca. 1950s,Payne Training School students and teacher ca. 1950s UP UPC ASUD T 72 1950s,Campus Lives - Campus Scenes,/objects/small/28casc_sm.jpg,/objects/thumbs/28casc_th.jpg
28land,,image/jpeg,image,objects/28land.jpg,"Main Campus, 1930s",1930,1930s,Main Campus 1930s UP UPC ASUB 357 1930s #8,Landmarks,/objects/small/28land_sm.jpg,/objects/thumbs/28land_th.jpg
28research,,image/jpeg,image,objects/28research.jpg,"ISA, Token City by Professor Muriel Magenta, 1998",1998,1998,"Institute for Studies in the Arts (ISA) Token City computer-generated video by Professor Muriel Magenta 1998 University Archives Ephemera Academic Freedom - Research ISA, established in 1990, is the creative research branch of the Katherine K. Herberger College of Fine Arts that examines new art forms, ideas and concepts in art and technology. For more information about ISA, please visit:http://isa.asu.edu/ Institute for Studies in the Arts (ISA) Token City computer-generated video by Professor Muriel Magenta 1998 University Archives Ephemera",Academic Freedom - Research,/objects/small/28research_sm.jpg,/objects/thumbs/28research_th.jpg
29acpro,,image/jpeg,image,objects/29acpro.jpg,"Governor Hunt signing legislation for name change, 1925",1925,1925,"Academic Freedom - Academic Programs Governor Hunt signing legislation for name change to Tempe State Teachers College March 7, 1925 UP UPC ASUG N35 1925 #5",Academic Freedom - Academic Programs,/objects/small/29acpro_sm.jpg,/objects/thumbs/29acpro_th.jpg
29athlet,,image/jpeg,image,objects/29athlet.jpg,"Race to the finish, 1940s",1940,1940s,Race to the finish Truett McCulloch of Arizona State Teachers College wins 440 in 49.9 seconds 1940s UP UPC ASUA T83 1940s #5,Campus Lives - Athletes,/objects/small/29athlet_sm.jpg,/objects/thumbs/29athlet_th.jpg
29casc,,image/jpeg,image,objects/29casc.jpg,"Students with Tumbleweed Snowman, ca. 1950s",1950,1950s,Students with Tumbleweed Snowman ca. 1950s UP UPC ASUD S882 1950s #4,Campus Lives - Campus Scenes,/objects/small/29casc_sm.jpg,/objects/thumbs/29casc_th.jpg
29land,,image/jpeg,image,objects/29land.jpg,"Philomathian Bench, ca. 1934",1934,1934,"Philomathian Bench ca. 1934 Photographer: Close UP UPC ASUB P44 #2 The Philomathian Society (Alpha Delta Pi) was a mandatory literary society established by President Matthews in 1900 that disbanded in 1911. The Society resurfaced in 1921 as an all-female literary society. In 1929, the bench was given to the school by the society with assistance from the Alumni Association.",Landmarks,/objects/small/29land_sm.jpg,/objects/thumbs/29land_th.jpg
29lead,,image/jpeg,image,objects/29lead.jpg,"Student Government on Rail Car, ca. 1967-68",1967,1967-1968,Student Government on Rail Car ca. 1967-1968 UP UPC ASUD A82 #34,Leadership,/objects/small/29lead_sm.jpg,/objects/thumbs/29lead_th.jpg
29research,,image/jpeg,image,objects/29research.jpg,"ASU Insight article about Research I Status, 1994",1994,1994,"Academic Freedom - Research Research I Status 1994 ASU Insight Vol.14, No. 36 pg.1 0.5 AR 7 14.36",Academic Freedom - Research,/objects/small/29research_sm.jpg,/objects/thumbs/29research_th.jpg
30acpro,,image/jpeg,image,objects/30acpro.jpg,"Name Change parade, 1926",1926,1926,Name Change parade 1926 UP UPC ASUG N35 #1 Academic Freedom - Academic Programs Name Change parade 1926 UP UPC ASUG N35 #1,Academic Freedom - Academic Programs,/objects/small/30acpro_sm.jpg,/objects/thumbs/30acpro_th.jpg
30aresearch,,image/jpeg,image,objects/30aresearch.jpg,"Institute of Human Origins, Lucy, 1990s",1997,1997,"Academic Freedom - Research Institute of Human Origins Lucy 1990s ASU Media Relations Courtesy of IHO Lucy, a 3.2 million-year old fossil skeleton of a human ancestor from Ethiopia, moved to ASU with her discoverer, Donald C. Johanson, when the Institute of Human Origins, a paleo-anthropology research institute, relocated to ASU in 1997. For more information about IHO, please visit: http://www.asu.edu/clas/iho/dcj.html",Academic Freedom - Research,/objects/small/30aresearch_sm.jpg,/objects/thumbs/30aresearch_th.jpg
