objectid	image_url	title	description	category
23land	../images/23land.jpg	Fishpond/Fountain, 1924	The pond and fountain was constructed with river rock and pipe and first appeared in the 1912 school annual "The Fountain." Over the years the pond had a variety of uses, from growing water lilies to dunking freshman students. The fountain was replaced with a new fountain designed by the WPA artist Emory Kopta. Old Main Fishpond/Fountain 1924-25 UP UPC ASUB C357 1920s #3	Landmarks
23lead	../images/23lead.jpg	Officers of the Associated Students, 1934	Officers of the Associated Students 1934 UP UPC ASUD A83 #3	Leadership
23research1	../images/23research1.jpg	Arizona Republic article about Noble Library Debut, 1983	Academic Freedom - Research Enlarge or Print Page 1 of this Image (Requires Acrobat Reader ) Noble Science and Engineering Library Debut 1983 Arizona Republic UE ASU Info File 1528 Enlarge or Print Page 2 of this Image (Page 2 of article)	Academic Freedom - Research
23stor	../images/23stor.jpg	Students Organize for Peace, 1976	Students organize for peace New Student Record pg. 6 and 7 131.15 ASU 1976 yearbook	Campus Lives - Student Organizations
24acpro	../images/24acpro.jpg	Normal School Agriculture Curriculum, 1915	Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin	Academic Freedom - Academic Programs
24astor	../images/24Astor.jpg	Students organize for social issues, 1986-87	Students organize for social issues The Sun Devil Spark 1986-87 Yearbook Pg. 162-163 Students Take a Stand, second page	Campus Lives - Student Organizations
24athlet	../images/24athlet.jpg	Tempe Normal School Men's Basketball Team, 1918 State Champions	Tempe Normal School Men's Basketball Team 1918 State Champions UP UPC ASUA B38 1910s #3 Men's basketball was organized in 1912 and the first team won the Basketball Association Cup. Unlike other sports on the campus, the basketball program was not interrupted for the past 88 years. For more information on men's basketball, please visit: http://thesundevils.fansonly.com/sports/m-baskbl/asu-m-baskbl-body.html	Campus Lives - Athletes
24bacpro	../images/24bacpro.jpg	Normal School Agriculture Curriculum, 1915	Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin	Academic Freedom - Academic Programs
24bstor	../images/24Bstor.jpg	Students organize for social issues, page 2	Students organize for social issues , page 2 Students Take a Stand, first page	Campus Lives - Student Organizations
24cacpro	../images/24cacpro.jpg	Normal School Agriculture Curriculum, 1915	Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin	Academic Freedom - Academic Programs
24casc	../images/24casc.jpg	Student hanging laundry with a child in his arms in 'Victory Village,' 1949-50	Student hanging laundry with a child in his arms in "Victory Village," a large area of temporary housing located at the present site of Gammage Auditorium. 1949-50 UP UPC ASUB V52 #2	Campus Lives - Campus Scenes
24ccp	../images/24ccp.jpg	Professor Greeley and the MARS Project, 1990s	Professor Greeley and the MARS Project 1990s Courtesy of Media Relations Professors Ronald Greeley and Phil Christensen collaborate with the National Aeronautics and Space Administration (NASA) on numerous planetary geology projects and missions. For more information on the Mars Project, please visit: www-glg.la.asu.edu/research/planetary/planetary.html	Community, Collaboration and Partnership
24dacpro	../images/24dacpro.jpg	Normal School Agriculture Curriculum, 1915	Curriculum, Page 1 Curriculum, Page 2 Curriculum, Page 3 Curriculum, Page 4 Normal School Agriculture Curriculum 1915 0.3 1915 Bulletin	Academic Freedom - Academic Programs
24land	../images/24land.jpg	T Mountain, 1920s	T Mountain 1920s UP UPC ASUB C357 1920s #11 When the school changed its name to Tempe State Teachers College in 1925, students retained one side of the cement "N" to form the stem of the "T". It was a symbolic gesture suggesting that Old Tempe Normal was still very much part of the college. "T" Mountain 1920s UP UPC ASUB C357 1920s #11	Landmarks
24lead	../images/24lead.jpg	AWS, 1932	Associated Women Students at the University of Arizona 1932 121.23 ACC #93-1090 Associated Women Students Scrapbook 1939-50 The AWS, established in 1932, organized the women students to enhance campus life.	Leadership
24research	../images/24research.jpg	ASU Research Second Issue, 1985	Academic Freedom - Research ASU Research Publication Second Issue 1985 RSRCH H 896.300 The magazine was first published in 1985 to inform the university community of the research and creative activity on campus. In 1992 a half-hour television version of the magazine was launched (see http://www.kaet.asu.edu/ ). For ASU Research Magazine online, please visit: http://researchmag.asu.edu/welcome_4.html	Academic Freedom - Research
25accp	../images/25accp.jpg	20th Annual Microcomputers in Education Conference, 2000	20th annual Microcomputers in Education Conference brochure Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000 Microcomputers in Education is the largest K-12 educational technology conference in the Southwest and has been sponsored by ASU for 20 years. For more information about the Microcomputers in Education Conference, please visit: http://MEC2000.asu.edu	Community, Collaboration and Partnership
25acpro	../images/25acpro.jpg	Winning Team, State Fair, 1920	Academic Freedom - Academic Programs Winning Team, State Fair Tempe Normal Farm 1920 UP UPC ASUD A35 #1 1923	Academic Freedom - Academic Programs
25athlet	../images/25athlet.jpg	U of A vs ASU Basketball, 1950s	U of A vs. ASU Basketball 1950s UP UPC ASUA B38 1950s #10	Campus Lives - Athletes
25bccp	../images/25bccp.jpg	MEC 2000, page 2	20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000	Community, Collaboration and Partnership
25casc	../images/25casc.jpg	Half-time performance at Goodwin Stadium, ca. 1940s	" Half-time performance at Goodwin Stadium ca. 1940s UP UPC ASUD B36	1940s #13"	Campus Lives - Campus Scenes
25cccp	../images/25cccp.jpg	MEC 2000, page 3	20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000	Community, Collaboration and Partnership
25dccp	../images/25dccp.jpg	MEC 2000, page 4	20th annual Microcomputers in Education Conference brochure Brochure, Front page Brochure, page 2 Brochure, page 3 Brochure, page 4 2000	Community, Collaboration and Partnership
25land	../images/25land.jpg	J.O. Grimes Plat, 1930s	J.O. Grimes Plat 1930s UM USM 211	Landmarks
25lead	../images/25lead.jpg	Student Body Officers, 1934	Student Body Officers 1934 UP UPC ASUD A82 #61	Leadership
25research	../images/25research.jpg	Hispanic Research Center (HRC), 1985	Academic Freedom - Research Hispanic Research Center (HRC) 1985 Bilingual Press The HRC is an interdisciplinary research unit established in 1985, which is designed to conduct basic and applied research; disseminate research; and provide public service. For more information about HRC, please visit:http://www.asu.edu/clas/hrc/	Academic Freedom - Research
25stor	../images/25stor.jpg	Lambda League, 1990s	Campus Lives - Student Organizations Previous Image Category Index National Gay Support Day, Lambda League October 12, 1999, page 1 130.10 State Press For more information about Gay and Lesbian organizations at ASU, please visit http://www.asu.edu/clubs/search.html .	Campus Lives - Student Organizations
26acpro	../images/26acpro.jpg	Tempe Normal Farm, 1920s	Tempe Normal Farm 1920s UP UPC ASUD A35 #11 Academic Freedom - Academic Programs Field Laboratory, Agriculture Program 1912-1982/3 Courses in Agriculture were offered in the normal school as early as 1912. The goals were to prepare prospective teachers to teach grade school students in a variety of sciences and to offer a foundation in agriculture to those students interested in pursuing it as a career. More than fifty acres of land were used for school gardens Tempe Normal Farm 1920s UP UPC ASUD A35 #11 with crops and raising of livestock and their products. In addition, fresh milk, meat and eggs were supplied to the dining hall. In 1956 the college farm moved to a 320-acre site on Elliot and Price Road. Over the years, practical experience ensued with students working in all phases of agricultural production. The program was discontinued in 1982-83 and the land now is used for the present ASU Research Park.	Academic Freedom - Academic Programs
26athlet	../images/26athlet.jpg	ASU Basketball in the Last Decade, Basketball Media Guide, 1998-99	ASU Basketball in the Last Decade Basketball Media Guide 1998-99 pg. 44 34 11.1.1I B2924 Archives	Campus Lives - Athletes
26casc	../images/26casc.jpg	Laura Dobbs at her birthday party, 1948	Laura Dobbs at her birthday party in 1948. She retired from ASU in 1960 at the age of 88, after 54 years of service to the university. 1948 UP UPC ASUP Dobbs, Laura	Campus Lives - Campus Scenes
26ccp	../images/26ccp.jpg	Computing Commons Atrium, 1990s	Computing Commons Atrium 1990s Courtesy of Information Technology Community, Collaboration and Partnership Previous Image Category Index The Computing Commons building opened in 1993 to provide instruction and research support in a technology-based environment. Computer, instruction, research and training services are available through Information Technology (IT). IT supports microcomputers and mainframes; the library's online catalog; university-wide e-mail; and telecommunications infrastructure. Visit ASU Information Technology online at:http://www.asu.edu/it/ Computing Commons Atrium 1990s Courtesy of Information Technology	Community, Collaboration and Partnership
26land	../images/26land.jpg	Aerial of Tempe, 1939	Aerial of Tempe and campus toward the south 1939 UP UPC ASUB A355 1930s #1 Matthews Library, located just south of the Industrial Arts Building, opened in 1930 and was dedicated in part to the library collection. In 1955, the library was expanded to accommodate 800,000 books but when university status was attained in 1958, the demands of advanced degrees and faculty research facilitated the need for a new library. In 1966, after 36 years of service, Matthews Library was closed and the sixteen miles of books moved to the new Charles Trumbull Hayden Library. The building now houses administrative offices, the Institute for Studies in the Arts, and Prism. At the upper right, the freestanding building is Moeur Activity Building, a women's gymnasium and social hall constructed in 1939 of adobe brick manufactured by the WPA. It was the administration and registration building, and now houses the MARS Global Space Flight Facility.	Landmarks
26lead	../images/26lead.jpg	Statement, 1939-40	Statement on Student Governing 1939-40 UE ASU INFO 171	Leadership
26research	../images/26research.jpg	Architecture and Environmental Design Library Circulating Stacks and Reading Room, 1994	Architecture and Environmental Design Library Circulating Stacks and Reading Room 1994 Courtesy of Architecture and Environmental Design Library Academic Freedom - Research The Howe Architecture Library was established within the college in the late 1960s. As part of recommendations to maintain accreditation, the new architecture building that opened in 1989 had 50% more space for library collections. For more information about the Architecture and Environmental Design Library, please visit:http://www.asu.edu/caed/AEDlibrary/ Architecture and Environmental Design Library Circulating Stacks and Reading Room 1994 Courtesy of Architecture and Environmental Design Library	Academic Freedom - Research
27Aathlet	../images/27Aathlet.jpg	The Tempe Normal Student, Article on track meet, November 6, 1908, page 10	The Tempe Normal Student Article on track meet November 6, 1908 Page 10 Page 11 131.9 1908 v.3 Archives	Campus Lives - Athletes
27Bathlet	../images/27Bathlet.jpg	The Tempe Normal Student, Article on track meet, November 6, 1908, page 11	The Tempe Normal Student Article on track meet November 6, 1908 Page 10 Page 11 131.9 1908 v.3 Archives	Campus Lives - Athletes
27casc	../images/27casc.jpg	Cowboys from the Rodeo Association, ca. 1950	Cowboys from the Rodeo Association are photographed on the steps of Matthews Library as publicity for the organization. ca. 1950 UP UPC ASUG R62 #11 The Student Council voted to form a Rodeo Association in 1949 and over 100 athletes participated in the first intercollegiate competitions that year. The rodeo continued between 1974 and 1977 as the Tri-City Intercollegiate Rodeo, which was co-sponsored with Mesa Community College. The Maricopa County Sheriff's Posse took over sponsorship after 1977. The last record of events was in 1981. Cowboys from the Rodeo Association are photographed on the steps of Matthews Library as publicity for the organization. ca. 1950 UP UPC ASUG R62 #11	Campus Lives - Campus Scenes
27land	../images/27land.jpg	College Avenue, 1939	College Avenue postcard photo 1939 UP UPC ASUB C357 1930s #13 College Avenue, looking south, is lined with light posts and lush trees.	Landmarks
27lead	../images/27lead.jpg	Associated Student Body Officers, 1948	Associated Student Body Officers moving to new offices in converted Army barracks building 1948 UP UPC ASUD A82 #16 For more information about Arizona State University's student government, please visit http://www.asu.edu/asasu .	Leadership
28acpro	../images/28acpro.jpg	Act changing Tempe Normal, 1925	Act changing Tempe Normal School to Tempe State Teachers College. 1925 USM-387	Academic Freedom - Academic Programs
28alead	../images/28alead.jpg	Student Government, 1958	Student Government Arizona Republic March 2, 1958 page 24 Page 25 UE ASU INFO ASASU	Leadership
28athlet	../images/28athlet.jpg	Tempe Normal School Track Team, 1911-12	The first track team organized in 1912 without a coach. A year later, with a coach, they won the Track Championship of the Salt River Valley. Track was interrupted during World War I but resumed in 1919 and continued to the present time. Tempe Normal School Track Team 1911-12 UP UPC ASUA T83 1910s #1 For more information on ASU Track, please visit: http://thesundevils.fansonly.com/sports/c-track/asu-c-track-body.html	Campus Lives - Athletes
28blead	../images/28blead.jpg	Student Government, 1958	Student Government Arizona Republic March 2, 1958 page 25 Page 24 UE ASU INFO ASASU	Leadership
28casc	../images/28casc.jpg	Payne Training School students and teacher, ca. 1950s	Payne Training School students and teacher ca. 1950s UP UPC ASUD T 72 1950s	Campus Lives - Campus Scenes
28land	../images/28land.jpg	Main Campus, 1930s	Main Campus 1930s UP UPC ASUB 357 1930s #8	Landmarks
28research	../images/28research.jpg	ISA, Token City by Professor Muriel Magenta, 1998	Institute for Studies in the Arts (ISA) Token City computer-generated video by Professor Muriel Magenta 1998 University Archives Ephemera Academic Freedom - Research ISA, established in 1990, is the creative research branch of the Katherine K. Herberger College of Fine Arts that examines new art forms, ideas and concepts in art and technology. For more information about ISA, please visit:http://isa.asu.edu/ Institute for Studies in the Arts (ISA) Token City computer-generated video by Professor Muriel Magenta 1998 University Archives Ephemera	Academic Freedom - Research
29acpro	../images/29acpro.jpg	Governor Hunt signing legislation for name change, 1925	Academic Freedom - Academic Programs Governor Hunt signing legislation for name change to Tempe State Teachers College March 7, 1925 UP UPC ASUG N35 1925 #5	Academic Freedom - Academic Programs
29athlet	../images/29athlet.jpg	Race to the finish, 1940s	Race to the finish Truett McCulloch of Arizona State Teachers College wins 440 in 49.9 seconds 1940s UP UPC ASUA T83 1940s #5	Campus Lives - Athletes
29casc	../images/29casc.jpg	Students with Tumbleweed Snowman, ca. 1950s	Students with Tumbleweed Snowman ca. 1950s UP UPC ASUD S882 1950s #4	Campus Lives - Campus Scenes
29land	../images/29land.jpg	Philomathian Bench, ca. 1934	Philomathian Bench ca. 1934 Photographer: Close UP UPC ASUB P44 #2 The Philomathian Society (Alpha Delta Pi) was a mandatory literary society established by President Matthews in 1900 that disbanded in 1911. The Society resurfaced in 1921 as an all-female literary society. In 1929, the bench was given to the school by the society with assistance from the Alumni Association.	Landmarks
29lead	../images/29lead.jpg	Student Government on Rail Car, ca. 1967-68	Student Government on Rail Car ca. 1967-1968 UP UPC ASUD A82 #34	Leadership
29research	../images/29research.jpg	ASU Insight article about Research I Status, 1994	Academic Freedom - Research Research I Status 1994 ASU Insight Vol.14, No. 36 pg.1 0.5 AR 7 14.36	Academic Freedom - Research
30acpro	../images/30acpro.jpg	Name Change parade, 1926	Name Change parade 1926 UP UPC ASUG N35 #1 Academic Freedom - Academic Programs Name Change parade 1926 UP UPC ASUG N35 #1	Academic Freedom - Academic Programs
30aresearch	../images/30aresearch.jpg	Institute of Human Origins, Lucy, 1990s	Academic Freedom - Research Institute of Human Origins Lucy 1990s ASU Media Relations Courtesy of IHO Lucy, a 3.2 million-year old fossil skeleton of a human ancestor from Ethiopia, moved to ASU with her discoverer, Donald C. Johanson, when the Institute of Human Origins, a paleo-anthropology research institute, relocated to ASU in 1997. For more information about IHO, please visit: http://www.asu.edu/clas/iho/dcj.html	Academic Freedom - Research
30athlet	../images/30athlet.jpg	1977 ASU Team, Track and Field National Champions	Jump to Article Below 1977 ASU Team, Track and Field National Champions 1970s UP UPC ASUA T83 1970s There was a time when Arizona State was a huge force in track and field, culminating in a team championship in 1977. After a brief slump, the team has rebuilt a solid core and is reentering the national picture. If the calendar year 1999 was any indication, the new millennium will mark the beginning of a golden era in track and field at Arizona State. Greg Kraft, ASU's eighth director of track and field and cross country, has tirelessly rebuilt a program from probation to prosperity as he's in his fourth year as a Sun Devil. Last year saw the Sun Devils record their best NCAA Outdoor Championship men's finish since 1983, their best NCAA Indoor Championship men's finish ever, their best NCAA Indoor Championship women's finish since 1995, and their best NCAA Cross Country Championship finishes for both men and women ever. Twelve Sun Devils earned All-American honors in 12 different events. Nine individual school records, four team records and one individual collegiate record were broken. In the Pac-10, ASU had its best men's track finish since 1992. The year 2000 should be even more productive than the previous three years, which saw nine individual track & field All-Americans, three All-American relay squads, three cross country All-Americans, five Pac-10 individual titles, two individual NCAA runner-up finishes, 17 first or second-team Pac-10 All-Academic selections, two Academic All-American cross country squads, and the first three NCAA appearances by a cross country team in ASU history. After spending his first two years at ASU rebuilding the program one event at a time, building a foundation that focused on recruiting the high school ranks, 1999 saw Kraft get some results. During the indoor season, ASU's men finished 11th and the women in a tie for 32nd at the NCAA Championships. Marcus Brunson (60 meters) and Dwight Phillips (long jump) were NCAA runners-up and Brunson had broken the collegiate record in the 60 meters earlier in the year. Six indoor school records were broken. The outdoor season saw three school records fall while the men finished fifth in the Pac-10, just 0.5 point out of fourth place, and 18th at the NCAA Championships. Phillips captured both the long jump and triple jump Pac-10 titles and Fiona Daly recorded her second straight women's high jump conference crown. "When I look at our program from where we were 3.5 years ago, I feel like we're on schedule," Kraft said. "I felt like it would take us three recruiting classes to get competitive. Competitive in my mind is to be in the upper division of the Pac-10 and in the top 20 nationally, which I think we are. Obviously our goal, and the stated goal of the department, is to annually compete for top-three Pac-10 finishes and top-10 national finishes. I think our men are at that point right now. "When I look at the program's total health," he continued, "even though I really like our team and we'll contend for some really good honors this year, we don't have the distribution of aid I'd like to have. If we have 12 scholarships, I'd like to have three in my freshman class, three in my sophomore class and so on. If you look at our aid, our distance aid might be heavy in the freshman class, our sprint group might be heavy in the junior class; we need to have a program where annually we're at nationals contending for titles in the relays. We need to have a program where every year we're competing for a national berth in the cross country championships. If we have those kind of athletes in place, then it's very reasonable for us to be a top-three, top-10 team. To do that, you have to have a really mature program. Right now, I think we are talented, but I don't think we are a mature program. But, obviously, we're a lot closer than we have been in recent history." Consider the numbers one through 332. One is the number of NCAA Team championships the program has earned, coming in 1977. Fifteen is the number of top-10 placings the teams have earned in outdoor and indoor national championships. And don't forget 32, the number of individual or relay national champions this program has produced. ASU's Hall of Fame includes 19 track and field Sun Devils. There are 33 Olympians that have donned maroon and gold, 10 of which earned medals, including seven gold medal winners. All-America honors were awarded to 63 indoor athletes and 181 outdoor contenders. Over the years, ASU has boasted 332 conference champions. The list of ASU alumni is long and prestigious. Heading this list is ASU senior associate athletic director Herman Frazier, who is one of the most well-recognized athletes to represent ASU athletics. He earned gold (4x400m relay) and bronze (400m) medals at the 1976 Olympic Games and was selected to the 1980 U.S. Olympic squad. He captured a pair of NCAA individual events while leading the team to its only NCAA title in 1977. Maicel Malone is one of the most gifted sprinters in Sun Devil annals as a 10 time All-American and six time national champion. She earned a gold medal as part of the 1996 4x400 Olympic relay team and is training for the 2000 Games. Lynda Tolbert earned four national titles while a Sun Devil, earning eight All-America honors. Leslie Deniz became the first U.S. woman to win an Olympic medal in the women's discus when she earned silver at the 1984 Games. She also won the 1983 NCAA discus title and broke the U.S. record five times in a two-year span. Ulis Williams ranked among the world's premier sprinters in the 1960s, running on the world record-setting mile relay at ASU in 1963 before earning an Olympic gold medal in the 4x400m relay one year later. He also boasts two NCAA crowns in the quarter mile. There are a variety of reasons why so many runners have had, and continue to have success while training in the ASU area. Tempe and the surrounding Valley offer consistently ideal weather for fall, winter and spring training. The nearby parks, canal systems and greenbelt provide a variety of terrains and an abundance of soft surfaces on which to train. With the addition of a brand new track and field facility, and acres upon acres of grass fields on campus, every training requirement can be met. With a strong and experienced administrative commitment to the track and field program, tremendous weather, great training areas, and a tradition-rich history, it's easy to see why Arizona State is one of the nation's best. -- ASU's Sports Information Department	Campus Lives - Athletes
30casc	../images/30casc.jpg	Installation of the 'Victory Bell' at Memorial Union opening reception, ca. 1956	Cheerleaders lead the audience in song during the installation of the "Victory Bell" at Memorial Union opening reception. ca. 1956 UP UPC ASUG V52 #7 The Victory Bell that hung in the dining hall until 1939 summoned Arizona State Teachers College students to meals. After World War II, the bell became a trophy awarded to the winner of the ASU and U of A football game. It was also sounded for athletic victories. Finally, when Senator Carl Hayden donated a piece of sandstone from the original White House, the bell was installed on this pedestal and given a place of honor on the west patio of the Memorial Union. The bell was removed some time in the 1970s when the Memorial Union was remodeled. Its current location is unknown. Cheerleaders lead the audience in song during the installation of the "Victory Bell" at Memorial Union opening reception. ca. 1956 UP UPC ASUG V52 #7	Campus Lives - Campus Scenes
30land	../images/30land.jpg	Old Main, 1930s	Old Main Parking was permitted at the main entrance to the campus. 1930s UPC 235:17	Landmarks
30lead	../images/30lead.jpg	ASASU Senate, 1969	ASASU Senate 1969 UPC 192:77 (slide) Tilman Crane ACC #91-510	Leadership
30research	../images/30research.jpg	Partnership for Research In Stereo Modeling (PRISM), 1998	Partnership for Research In Stereo Modeling (PRISM) 1998 Photographer: Tim Trumble Courtesy of Media Relations Academic Freedom - Research PRISM, established in Spring 1996 at ASU, is a multi-disciplinary research program investigating computer aided design. Five colleges and the office of the Vice-Provost for Research and Strategic Initiatives support collaborative projects between ASU academic programs and/or industry. For more information about Prism, please visit: http://surdas.eas.asu.edu/prism/prism/ Partnership for Research In Stereo Modeling (PRISM) 1998 Photographer: Tim Trumble Courtesy of Media Relations	Academic Freedom - Research
31casc	../images/31casc.jpg	Whitewashing the 'A', ca. 1950	Whitewashing the "A" ca. 1950 UP UPC ASUG W54 1950s #27 From time to time, mischievous students from the University of Arizona have trekked to Tempe to paint their own school colors, red and blue, on our "A". Whitewashing the "A" to cover colors other than gold began as a tradition in the 1930s as part of orientation week. At one time, as many as 2,500 freshmen were recorded wielding paintbrushes. Whitewashing the "A" ca. 1950 UP UPC ASUG W54 1950s #27 After some scrapes and injuries, the Rallies and Traditions Board took over sponsorship in 1965. The tradition declined for some time but has resumed during orientation week. The Student Alumni Association now maintains the "A" and protects it from U of A painters for a week before the annual ASU/U of A football game.	Campus Lives - Campus Scenes
31land	../images/31land.jpg	Entrance to the Campus, 1934	Entrance to the Campus taken from the upper level of Old Main. 1934 UP UPC ASUB C357 1930s #2 Tempe's San Pablo is nestled below "T" Mountain. An event is taking place on the lawn, known as North Campus. The fountain of stones and pipe has been removed and the Sundial, a gift from the class of 1915, is north of the pond.	Landmarks
31lead	../images/31lead-1.jpg	The Collegian, 1934-36	The Collegian , page 1 Page 2-3 Page 4 1934-36 Souvenir Alumni Banquet Edition 59.6 - entire first issue	Leadership
31lead	../images/31lead-2.jpg	The Collegian, 1934-36	The Collegian , page 2-3 Page 1 Page 4	Leadership
31lead	../images/31lead-3.jpg	The Collegian, 1934-36	The Collegian , page 4 Page 1 Page 2-3	Leadership
31research	../images/31research.jpg	Fletcher Library, ASU West, 1990s	Academic Freedom - Research Fletcher Library, ASU West 1990s Photographer: Tim Trumble Courtesy of Media Relations ASU West's Fletcher Library opened in 1988 and serves as an information access center designed to take full advantage of electronic technology. For more information about Fletcher Library, please visit: http://library.west.asu.edu University Archives Department of Archives and Manuscripts Arizona State University Libraries Last updated: October, 2004 	Academic Freedom - Research
32casc	../images/32casc.jpg	Professor Quino E. Martinez presents a Spanish TV Program, 1959	Professor Quino E. Martinez presents a Spanish TV Program. 1959 UP UPC ASUP Martinez, Quino E.	Campus Lives - Campus Scenes
32land	../images/32land.jpg	Palm Walk, 1930s	Palm Walk 1930s UP UPC ASUB P343 #26 Palm Walk was the far eastern border of the campus in 1939. Mexican Fan palms were planted on the south end of Palm Walk in the 1930s.	Landmarks
32lead	../images/32lead.jpg	Washington Chapter, N.D.	Washington Chapter From left: John Murdock, Governor McFarland, Senator Hayden, unknown, James Creasman, unknown N.D. UP UPC ASUD A44 .W3 #29	Leadership
32research	../images/32research.jpg	ASU East Virtual Library	ASU East Virtual Library 1990s Photographer: Tim Trumble Courtesy of ASU Media Relations Academic Freedom - Research Computers outfitted with ethernet connections and web browsers make accessible most electronic library resources available on the main campus. For more information about ASU East Virtual Library, please visit:http://www.east.asu.edu/libraries/ ASU East Virtual Library 1990s Photographer: Tim Trumble Courtesy of ASU Media Relations	Academic Freedom - Research
33Aathlet	../images/33Aathlet.jpg	From Normals to ASU Sun Devils, page 10, 1987	From Normals to ASU Sun Devils April 20, 1987 Page 10 Page 11 0.5 ASU Insight	Campus Lives - Athletes
33Bathlet	../images/33Bathlet.jpg	From Normals to ASU Sun Devils, page 11, 1987	From Normals to ASU Sun Devils April 20, 1987 Page 10 Page 11 0.5 ASU Insight	Campus Lives - Athletes
33acpro	../images/33acpro.jpg	Industrial Arts curriculum, 1927-28	Industrial Arts curriculum, pages 70-71 Curriculum, pages 72-73 Curriculum, page 74 1927-28 0.3 catalog 1927-28	Academic Freedom - Academic Programs
33acpro1	../images/33acpro1.jpg	Industrial Arts curriculum, 1927-28	Industrial Arts curriculum, pages 72-73 Curriculum, pages 70-71 Curriculum, page 74 1927-28 0.3 catalog 1927-28	Academic Freedom - Academic Programs
33acpro2	../images/33acpro2.jpg	Industrial Arts curriculum, 1927-28	Industrial Arts curriculum, page 74 Curriculum, page 70-71 Curriculum, page 72-73 1927-28 0.3 catalog 1927-28	Academic Freedom - Academic Programs
33casc	../images/33casc.jpg	Robert Svob, ASU Groundskeeper, 1958	Robert Svob, ASU Groundskeeper 1958 UP UPC ASUP Svob, Robert Bob Svob worked at ASU for 45 years. Arriving in 1931, he worked as a gardener for 10 years. Sheep were grazing where buildings later stood. Later he became supervisor of maintenance and landscaping, then foreman of grounds construction (plant and land care). Gardens of flowers were planted for the students to pick. For more information about ASU's grounds and the Arboretum program, please visit: http://www.fm.asu.edu/arboretum.htm Robert Svob, ASU Groundskeeper 1958 UP UPC ASUP Svob, Robert	Campus Lives - Campus Scenes
33land	../images/33land.jpg	Campus aerial, 1940s	Campus aerial toward the southwest 1940s UP UPC ASUB A355 1940s The curve of Mill Avenue and the future site of Gammage Auditorium are seen in the upper right of the photograph. The upper left of the photograph shows Goodwin Stadium (1936-1976). The concrete football stadium, located at College Avenue and Apache Boulevard, boasted seating for 5,000. It was named for Garfield Goodwin, a member of the 1899 Normal School football team, which was the first to play and beat the University of Arizona. Haigler Hall (1941-1978), on the east side of the football field, provided seating for 5000 additional spectators and doubled as a dormitory for men. Haigler Hall was named for Charles Haigler, a member of the first Normal School football team in 1896.	Landmarks
33lead	../images/33lead.jpg	Alumni class of 1927	Alumni class of 1927 1967 Photographer: Charles R. Conley Charles Conley Photographs, University Archives UP UPC ASUG H65 1960s #35	Leadership
33research	../images/33research.jpg	John J. Ross - William C. Blakely Law Library, 1994	Academic Freedom - Research Previous Image Category Index John J. Ross - William C. Blakely Law Library 1994 Photographer: Timothy Hurshey Courtesy of the College of Law The first library of the College of Law opened in 1967 with 46,000 volumes, a significant contribution to the practice of law in the region for faculty, students and the community. In 1968, 60,000 volumes were moved to the library in Armstrong Hall. Today the library is located in a 1993 facility that houses collections of Anglo-American and international law books, periodicals and reference materials. For more information about the John J. Ross - William C. Blakely Law Library, please visit: http://www.lawlib.asu.edu/	Academic Freedom - Research
34athlet	../images/34athlet.jpg	Tempe Normal School Women's Baseball Team, 1922	Tempe Normal School Women's Baseball Team The Sahuaro 1922 131.14 1922 v. Archives The first mention of women's baseball was in the 1922 yearbook that referred to a team in 1921. Softball eventually replaced women's baseball.	Campus Lives - Athletes
34casc	../images/34casc.jpg	Charles Conley, ASC Photographer, 1957	Charles Conley, ASC Photographer 1957 UP UPC ASUP Conley, Charles Chuck Conley began at Arizona State College as a staff photographer in 1954, covering sports competitions, portrait requests and other campus events. Charles Conley's ASU related photographs taken before 1990 are in the Charles Conley Photograph Collection at University Archives. His sports photographs are housed at Intercollegiate Athletics.	Campus Lives - Campus Scenes
